City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
268,Nieuw Nickerie,5.95,-56.9833,78.6,87,100,13.6,SR,2021-03-28 19:25:27
269,Veisiejai,54.1,23.7,37.38,89,32,4.76,LT,2021-03-28 19:25:27
270,Kaiyuan,23.6977,103.3037,63.61,51,6,5.03,CN,2021-03-28 19:25:27
271,Quatre Cocos,-20.2078,57.7625,78.01,88,20,4.61,MU,2021-03-28 19:25:28
272,Beringovskiy,63.05,179.3167,9.48,94,100,16.53,RU,2021-03-28 19:25:28
273,Dunedin,-45.8742,170.5036,54.0,94,63,1.01,NZ,2021-03-28 19:23:30
274,Ola,59.5833,151.2833,-1.26,98,83,5.64,RU,2021-03-28 19:25:28
275,Kavieng,-2.5744,150.7967,82.67,75,95,13.71,PG,2021-03-28 19:25:29
276,Praia,14.9215,-23.5087,69.8,68,40,25.32,CV,2021-03-28 19:25:29
277,Adrar,20.5022,-10.0711,87.42,7,100,6.78,MR,2021-03-28 19:25:29
278,Hervey Bay,-25.2986,152.8535,70.0,82,100,1.01,AU,2021-03-28 19:22:53
279,Felanitx,39.4696,3.1483,59.0,63,0,6.91,ES,2021-03-28 19:25:29
280,Tartagal,-22.5164,-63.8013,65.39,59,94,4.25,AR,2021-03-28 19:25:30
281,Kautokeino,69.0125,23.0412,30.2,94,100,12.08,NO,2021-03-28 19:25:30
282,Chilca,-12.5211,-76.7372,75.99,64,0,9.22,PE,2021-03-28 19:25:31
283,Huilong,31.8111,121.655,62.01,80,0,4.0,CN,2021-03-28 19:25:31
284,Jalu,29.0331,21.5482,63.61,30,100,5.79,LY,2021-03-28 19:24:54
285,Samana,19.2056,-69.3369,84.2,74,40,9.22,DO,2021-03-28 19:24:28
286,Whitehorse,60.7161,-135.0538,21.0,35,20,14.97,CA,2021-03-28 19:25:31
287,Nianzishan,47.5167,122.8833,36.61,71,83,8.5,CN,2021-03-28 19:25:32
288,Kaitong,44.8135,123.15,40.37,47,0,17.47,CN,2021-03-28 19:25:32
289,Asau,46.4333,26.4,37.99,58,99,2.55,RO,2021-03-28 19:21:51
290,Kabo,7.6994,18.629,86.5,24,8,4.83,CF,2021-03-28 19:25:32
291,Chuy,-33.6971,-53.4616,70.02,82,90,6.58,UY,2021-03-28 19:22:31
292,La Primavera,5.4906,-70.4092,90.68,43,95,10.11,CO,2021-03-28 19:25:33
293,Comodoro Rivadavia,-45.8667,-67.5,62.6,63,75,9.22,AR,2021-03-28 19:24:16
294,Severo-Kurilsk,50.6789,156.125,25.25,78,10,13.71,RU,2021-03-28 19:24:56
295,Rawson,-43.3002,-65.1023,68.81,44,90,13.13,AR,2021-03-28 19:20:49
296,Gamba,-2.65,10.0,77.16,88,100,3.62,GA,2021-03-28 19:25:33
297,Alenquer,-1.9417,-54.7383,86.0,74,40,14.97,BR,2021-03-28 19:25:34
298,Saint-Francois,46.4154,3.9054,50.0,57,0,3.44,FR,2021-03-28 19:25:34
299,Safaga,26.7292,33.9365,66.2,32,0,14.97,EG,2021-03-28 19:25:34
300,Zheleznodorozhnyy,55.7503,38.0042,35.6,74,0,4.47,RU,2021-03-28 19:25:35
301,Ucluelet,48.9329,-125.5528,45.0,81,75,18.41,CA,2021-03-28 19:22:33
302,Jieshi,22.8134,115.8257,75.99,88,5,1.01,CN,2021-03-28 19:25:35
303,Sinnamary,5.3833,-52.95,80.51,78,97,14.58,GF,2021-03-28 19:25:35
304,Ustka,54.5805,16.8619,44.73,79,100,15.32,PL,2021-03-28 19:25:36
305,Klaksvik,62.2266,-6.589,41.0,87,75,16.11,FO,2021-03-28 19:25:36
306,Qasigiannguit,68.8193,-51.1922,-5.8,41,0,2.3,GL,2021-03-28 19:25:36
307,Mehamn,71.0357,27.8492,35.6,75,0,16.11,NO,2021-03-28 19:25:28
308,Road Town,18.4167,-64.6167,82.4,65,40,16.11,VG,2021-03-28 19:25:37
309,Shawnee,39.05,-95.7669,57.99,38,1,9.22,US,2021-03-28 19:25:37
310,Nadym,65.5333,72.5167,-7.87,99,78,9.66,RU,2021-03-28 19:21:49
311,Moussoro,13.6408,16.4901,81.37,13,0,17.47,TD,2021-03-28 19:25:37
312,Manokwari,-0.8667,134.0833,77.36,82,100,4.56,ID,2021-03-28 19:25:38
313,Boa Vista,2.8197,-60.6733,89.6,45,75,11.5,BR,2021-03-28 19:25:38
314,Port-Gentil,-0.7193,8.7815,82.4,78,90,11.5,GA,2021-03-28 19:25:38
315,Shcheglovo,60.0284,30.7529,41.0,87,90,2.24,RU,2021-03-28 19:25:39
316,Camacupa,-12.0167,17.4833,63.59,92,99,1.9,AO,2021-03-28 19:25:39
317,Sakakah,29.9697,40.2064,59.0,17,0,4.61,SA,2021-03-28 19:25:39
318,Nouakchott,18.0858,-15.9785,71.6,64,30,24.16,MR,2021-03-28 19:24:36
319,Selu,19.4667,76.4667,87.44,12,6,4.38,IN,2021-03-28 19:25:40
320,Garden City,42.3256,-83.331,46.4,65,90,25.32,US,2021-03-28 19:25:40
321,Constantine,36.365,6.6147,60.8,59,40,2.3,DZ,2021-03-28 19:25:40
322,Ponta Delgada,37.7333,-25.6667,59.0,82,75,9.22,PT,2021-03-28 19:25:40
323,Nikolayevka,53.1257,47.2041,29.89,88,100,12.88,RU,2021-03-28 19:25:41
324,Talnakh,69.4865,88.3972,-12.59,96,59,2.95,RU,2021-03-28 19:23:25
325,Ancud,-41.8697,-73.8203,68.0,60,20,17.27,CL,2021-03-28 19:24:58
326,Bitung,1.4451,125.1824,77.0,94,40,4.61,ID,2021-03-28 19:25:41
327,Faanui,-16.4833,-151.75,82.27,73,15,21.59,PF,2021-03-28 19:25:41
328,Kasongo-Lunda,-6.4667,16.8167,71.85,93,100,0.27,CD,2021-03-28 19:25:42
329,Otawara,36.8667,140.0333,59.0,85,100,3.94,JP,2021-03-28 19:25:42
330,Paamiut,61.994,-49.6678,16.97,65,0,21.61,GL,2021-03-28 19:25:42
331,Panji,-7.7253,114.0995,74.66,88,100,5.17,ID,2021-03-28 19:25:43
332,Yar-Sale,66.8333,70.8333,-11.85,99,32,8.84,RU,2021-03-28 19:24:48
333,Sao Felix Do Xingu,-6.6447,-51.995,86.72,62,93,4.18,BR,2021-03-28 19:22:55
334,Hailin,44.5833,129.4167,39.0,97,100,3.4,CN,2021-03-28 19:25:43
335,Ocos,14.5094,-92.1933,93.2,52,40,14.97,GT,2021-03-28 19:25:43
336,Martapura,-3.4167,114.85,78.8,100,75,1.14,ID,2021-03-28 19:25:44
337,Naze,28.3667,129.4833,63.21,83,50,5.39,JP,2021-03-28 19:24:09
338,Honningsvag,70.9821,25.9704,35.6,75,20,11.5,NO,2021-03-28 19:25:44
339,Lerwick,60.1545,-1.1494,44.6,81,20,19.57,GB,2021-03-28 19:25:45
340,Domoni,-12.2569,44.5319,80.78,81,79,5.97,KM,2021-03-28 19:25:45
341,Touros,-5.1989,-35.4608,86.0,66,40,12.66,BR,2021-03-28 19:25:45
342,Tura,25.5198,90.2201,73.36,20,0,3.18,IN,2021-03-28 19:25:46
343,Khasan,42.4308,130.6434,40.75,93,100,5.7,RU,2021-03-28 19:25:46
344,Dali,25.7,100.1833,50.29,36,5,6.13,CN,2021-03-28 19:25:46
345,Poum,-20.2333,164.0167,79.18,78,8,6.89,NC,2021-03-28 19:25:46
346,Port Hardy,50.6996,-127.4199,42.8,81,75,8.05,CA,2021-03-28 19:25:47
347,San Jose,37.3394,-121.895,77.0,37,1,4.61,US,2021-03-28 19:21:32
348,Namibe,-15.1961,12.1522,74.03,74,42,9.57,AO,2021-03-28 19:25:47
349,Praia Da Vitoria,38.7333,-27.0667,62.6,72,40,16.06,PT,2021-03-28 19:23:00
350,General Pico,-35.6566,-63.7568,71.65,45,0,6.73,AR,2021-03-28 19:25:48
351,Flin Flon,54.7682,-101.865,28.4,74,90,9.22,CA,2021-03-28 19:22:57
352,Epinal,48.1833,6.45,51.8,50,0,6.91,FR,2021-03-28 19:25:48
353,Hurghada,27.2574,33.8129,66.2,32,0,14.97,EG,2021-03-28 19:25:48
354,San Lawrenz,36.0553,14.204,60.01,94,0,6.91,MT,2021-03-28 19:25:49
355,Karratha,-20.7377,116.8463,86.49,47,53,6.96,AU,2021-03-28 19:25:49
356,Vostok,46.4856,135.8833,33.76,78,100,10.89,RU,2021-03-28 19:25:40
357,Saint-Jean-De-Maurienne,45.1667,6.5833,55.0,68,5,0.81,FR,2021-03-28 19:25:49
358,Palmer,42.1584,-72.3287,53.01,100,90,3.44,US,2021-03-28 19:24:40
359,Omboue,-1.5746,9.2618,78.21,87,100,10.51,GA,2021-03-28 19:25:50
360,Urucara,-2.5364,-57.76,84.97,71,61,3.87,BR,2021-03-28 19:25:50
361,Aketi,2.7388,23.7833,78.3,50,23,2.19,CD,2021-03-28 19:25:50
362,Ajdabiya,30.7554,20.2263,61.45,53,100,13.06,LY,2021-03-28 19:25:51
363,Wichita Falls,33.9137,-98.4934,69.8,27,1,9.22,US,2021-03-28 19:20:58
364,Cockburn Town,21.4612,-71.1419,80.6,65,40,18.41,TC,2021-03-28 19:25:51
365,Chaozhou,23.6651,116.6379,71.6,88,2,2.24,CN,2021-03-28 19:25:51
366,Pacific Grove,36.6177,-121.9166,73.0,59,1,5.75,US,2021-03-28 19:23:50
367,Berlevag,70.8578,29.0864,33.8,75,0,16.11,NO,2021-03-28 19:25:52
368,Port Hedland,-20.3167,118.5667,82.4,61,12,6.91,AU,2021-03-28 19:24:39
369,Salamiyah,35.0113,37.0532,47.34,64,4,4.63,SY,2021-03-28 19:25:52
370,Ishinomaki,38.4167,141.3,55.0,96,100,16.24,JP,2021-03-28 19:25:52
371,Dudinka,69.4058,86.1778,-8.39,99,67,9.46,RU,2021-03-28 19:23:14
372,Bathsheba,13.2167,-59.5167,82.4,61,40,20.71,BB,2021-03-28 19:25:53
373,Manturovo,58.3353,44.7619,26.71,98,100,1.54,RU,2021-03-28 19:25:53
374,San Carlos De Bariloche,-41.1456,-71.3082,77.0,13,0,4.61,AR,2021-03-28 19:25:53
375,Coffs Harbour,-30.3,153.1333,62.6,88,7,8.05,AU,2021-03-28 19:25:54
376,Srednekolymsk,67.45,153.6833,-15.75,99,100,4.34,RU,2021-03-28 19:21:02
377,Necochea,-38.5473,-58.7368,69.01,76,22,3.0,AR,2021-03-28 19:25:54
378,Caravelas,-17.7125,-39.2481,83.93,61,0,9.73,BR,2021-03-28 19:24:26
379,Oeiras Do Para,-2.0031,-49.8544,86.02,63,87,4.0,BR,2021-03-28 19:25:54
380,Manali,13.1667,80.2667,80.6,89,20,3.44,IN,2021-03-28 19:25:55
381,Yumen,40.2833,97.2,46.2,49,34,8.3,CN,2021-03-28 19:25:55
382,Kloulklubed,7.0419,134.2556,77.0,94,75,5.75,PW,2021-03-28 19:25:54
383,Tefe,-3.3542,-64.7114,78.8,89,75,10.36,BR,2021-03-28 19:25:56
384,Venice,27.0998,-82.4543,82.99,78,1,10.36,US,2021-03-28 19:25:56
385,Hay River,60.8156,-115.7999,15.8,73,100,16.11,CA,2021-03-28 19:25:56
386,Nowy Dwor Gdanski,54.2131,19.1177,45.0,100,86,8.72,PL,2021-03-28 19:25:56
387,Makakilo City,21.3469,-158.0858,77.0,60,1,10.36,US,2021-03-28 19:25:57
388,Bandarbeyla,9.4942,50.8122,79.03,72,10,6.91,SO,2021-03-28 19:25:57
389,Trairi,-3.2778,-39.2689,82.02,72,17,5.68,BR,2021-03-28 19:25:57
390,Kaeo,-35.1,173.7833,64.99,96,100,5.99,NZ,2021-03-28 19:25:58
391,Anadyr,64.75,177.4833,14.0,79,75,17.9,RU,2021-03-28 19:22:19
392,Namatanai,-3.6667,152.4333,78.76,80,81,8.01,PG,2021-03-28 19:23:11
393,Lorengau,-2.0226,147.2712,81.88,76,100,7.58,PG,2021-03-28 19:24:17
394,Tual,-5.6667,132.75,83.19,76,100,17.4,ID,2021-03-28 19:25:58
395,Saint-Louis,16.3333,-15.0,96.8,19,0,2.3,SN,2021-03-28 19:25:55
396,Emba,48.8264,58.1442,28.49,92,100,6.2,KZ,2021-03-28 19:25:58
397,Chase,50.8165,-119.6857,59.0,31,100,11.5,CA,2021-03-28 19:25:59
398,Lompoc,34.6391,-120.4579,75.99,43,0,6.91,US,2021-03-28 19:25:59
399,Maniitsoq,65.4167,-52.9,6.15,51,22,1.21,GL,2021-03-28 19:24:20
400,Hambantota,6.1241,81.1185,73.4,100,90,3.44,LK,2021-03-28 19:25:59
401,Udachnyy,66.4167,112.4,11.1,96,100,4.79,RU,2021-03-28 19:26:00
402,Washougal,45.5826,-122.3534,50.0,66,90,9.22,US,2021-03-28 19:26:00
403,Coxim,-18.5067,-54.76,97.21,20,6,9.24,BR,2021-03-28 19:26:00
404,Omaha,41.2586,-95.9378,55.0,37,75,5.75,US,2021-03-28 19:26:01
405,Petrokamenskoye,57.716,60.6484,25.45,87,18,8.97,RU,2021-03-28 19:26:01
406,Dosso,13.049,3.1937,83.05,9,2,9.82,NE,2021-03-28 19:26:01
407,Qaqortoq,60.7167,-46.0333,24.8,58,0,6.91,GL,2021-03-28 19:23:04
408,Magaria,12.9983,8.9099,78.8,13,0,10.98,NE,2021-03-28 19:26:02
409,Hualmay,-11.0964,-77.6139,74.89,72,48,9.62,PE,2021-03-28 19:21:19
410,Nikolsk,53.7189,46.0712,27.73,93,100,9.93,RU,2021-03-28 19:26:02
411,Lavrentiya,65.5833,-171.0,7.29,94,100,19.82,RU,2021-03-28 19:24:50
412,Imbituba,-28.24,-48.6703,82.4,69,75,10.36,BR,2021-03-28 19:26:03
413,Abrau-Dyurso,44.69,37.59,41.0,81,9,8.95,RU,2021-03-28 19:26:03
414,Viedma,-40.8135,-62.9967,79.77,12,100,7.78,AR,2021-03-28 19:26:03
415,Guanica,17.9716,-66.908,82.99,68,15,14.0,PR,2021-03-28 19:26:04
416,Am Timan,11.0297,20.2827,89.01,12,10,4.05,TD,2021-03-28 19:26:04
417,Katobu,-4.9408,122.5276,75.49,92,100,4.18,ID,2021-03-28 19:21:31
418,Dawson Creek,55.7666,-120.2362,33.8,75,75,20.71,CA,2021-03-28 19:26:04
419,Henties Bay,-22.116,14.2845,61.0,90,0,5.99,NA,2021-03-28 19:26:05
420,Banda Aceh,5.5577,95.3222,77.95,82,88,3.71,ID,2021-03-28 19:25:03
421,Soyo,-6.1349,12.3689,81.25,77,100,6.44,AO,2021-03-28 19:26:05
422,Aracati,-4.5617,-37.7697,83.7,66,46,7.94,BR,2021-03-28 19:26:05
423,Swan River,52.1058,-101.2676,33.8,80,100,9.22,CA,2021-03-28 19:23:52
424,Verkhniy Avzyan,53.5289,57.5372,23.5,92,31,2.77,RU,2021-03-28 19:26:06
425,Moba,33.2288,105.0179,48.52,82,7,0.76,CN,2021-03-28 19:26:06
426,Broken Hill,-31.95,141.4333,57.2,58,0,8.05,AU,2021-03-28 19:26:06
427,Maridi,4.9158,29.4742,75.33,58,75,3.44,SS,2021-03-28 19:26:07
428,Umea,63.8284,20.2597,34.0,93,90,2.3,SE,2021-03-28 19:26:07
429,Bordighera,43.7806,7.6645,57.2,82,40,4.34,IT,2021-03-28 19:26:07
430,Mnogovershinnyy,53.9353,139.9242,15.39,96,73,2.55,RU,2021-03-28 19:26:08
431,Krasnodon,48.2923,39.7373,35.04,80,69,2.17,UA,2021-03-28 19:26:08
432,Juneau,58.3019,-134.4197,37.4,44,20,4.61,US,2021-03-28 19:26:08
433,Kovylkino,54.0388,43.9139,23.59,95,48,5.66,RU,2021-03-28 19:26:09
434,Ouadda,8.0777,22.4007,77.11,22,4,5.61,CF,2021-03-28 19:26:09
435,Ulety,51.3572,112.4849,16.5,91,3,2.59,RU,2021-03-28 19:26:09
436,Saint George,37.1041,-113.5841,69.01,27,1,3.44,US,2021-03-28 19:22:20
437,Arman,59.7,150.1667,-2.51,97,44,5.82,RU,2021-03-28 19:26:09
438,Chara,56.9064,118.2631,10.85,82,100,2.59,RU,2021-03-28 19:26:10
439,Tungor,53.3808,142.9564,27.66,94,100,6.44,RU,2021-03-28 19:25:45
440,Zhuhai,22.2769,113.5678,78.01,88,40,5.75,CN,2021-03-28 19:26:10
441,Agua Branca,-5.8922,-42.6361,84.63,65,45,0.6,BR,2021-03-28 19:26:10
442,Carndonagh,55.25,-7.2667,53.65,91,100,19.62,IE,2021-03-28 19:26:11
443,Tessalit,20.1986,1.0114,78.84,8,0,10.87,ML,2021-03-28 19:26:11
444,Pechenga,69.5259,31.1703,35.6,80,20,6.91,RU,2021-03-28 19:26:11
445,Basco,20.4487,121.9702,78.76,79,3,6.08,PH,2021-03-28 19:26:12
446,Otjiwarongo,-20.4637,16.6477,72.0,49,93,2.46,NA,2021-03-28 19:26:12
447,Hasaki,35.7333,140.8333,62.6,100,75,18.41,JP,2021-03-28 19:24:02
448,Cimitarra,6.3142,-73.9497,90.1,56,93,2.42,CO,2021-03-28 19:26:12
449,Cairns,-16.9167,145.7667,78.8,73,75,11.5,AU,2021-03-28 19:26:13
450,Manyana,-23.4,21.7167,74.08,32,1,1.88,BW,2021-03-28 19:24:32
451,Nuuk,64.1835,-51.7216,10.4,72,20,12.66,GL,2021-03-28 19:23:16
452,North Bend,43.4065,-124.2243,53.01,81,90,13.8,US,2021-03-28 19:23:10
453,Shenjiamen,29.9576,122.298,55.56,88,0,8.32,CN,2021-03-28 19:26:13
454,Buala,-8.145,159.5921,80.19,81,16,7.78,SB,2021-03-28 19:23:08
455,Shimoda,34.6667,138.95,62.6,94,40,6.91,JP,2021-03-28 19:26:14
456,San Angelo,31.4638,-100.437,72.0,18,1,16.11,US,2021-03-28 19:24:16
457,Codrington,-38.2667,141.9667,58.77,76,100,9.8,AU,2021-03-28 19:24:01
458,Sumbe,-11.2061,13.8437,78.66,78,5,6.24,AO,2021-03-28 19:26:14
459,Bang Saphan,11.2126,99.5117,76.1,90,10,3.0,TH,2021-03-28 19:26:14
460,Uzunovo,54.5386,38.6173,32.54,99,100,2.95,RU,2021-03-28 19:26:15
461,Barbastro,42.0356,0.1269,57.2,54,0,2.3,ES,2021-03-28 19:26:15
462,Shache,38.4167,77.2406,56.5,41,98,13.11,CN,2021-03-28 19:26:15
463,Caramay,10.1815,119.236,76.98,83,100,4.83,PH,2021-03-28 19:26:16
464,Lesnoy,57.6198,63.0784,29.77,83,93,12.41,RU,2021-03-28 19:26:16
465,Okhotsk,59.3833,143.3,-2.02,98,65,6.89,RU,2021-03-28 19:26:16
466,Khandyga,62.6667,135.6,8.37,97,100,1.32,RU,2021-03-28 19:26:17
467,Tucumcari,35.1717,-103.725,64.4,27,1,20.71,US,2021-03-28 19:26:17
468,Pimentel,-6.8367,-79.9342,80.6,54,0,16.11,PE,2021-03-28 19:26:17
469,Lamesa,32.7376,-101.951,66.0,22,0,1.01,US,2021-03-28 19:26:18
470,Bani,18.2833,-70.3333,86.0,62,75,9.22,DO,2021-03-28 19:26:18
471,Cape Coast,5.1053,-1.2466,81.03,82,67,9.84,GH,2021-03-28 19:26:18
472,Taksimo,56.3444,114.8794,5.74,85,8,2.98,RU,2021-03-28 19:26:18
473,Ulladulla,-35.35,150.4667,57.2,100,90,6.91,AU,2021-03-28 19:26:19
474,Raahe,64.6833,24.4833,37.99,81,90,5.75,FI,2021-03-28 19:26:19
475,Alugan,12.2188,125.4808,79.38,84,100,8.79,PH,2021-03-28 19:26:19
476,Lichinga,-13.3128,35.2406,66.0,100,75,13.8,MZ,2021-03-28 19:26:20
477,Marawi,7.9986,124.2928,77.0,90,95,4.0,PH,2021-03-28 19:25:13
478,Panzhihua,26.5851,101.7128,59.0,40,49,2.89,CN,2021-03-28 19:26:20
479,Pitea,65.3172,21.4794,33.8,100,90,9.22,SE,2021-03-28 19:26:20
480,Gejiu,23.306,103.1635,54.25,52,8,1.79,CN,2021-03-28 19:26:21
481,Itanhem,-17.1664,-40.33,94.91,26,0,8.46,BR,2021-03-28 19:26:21
482,Vryburg,-26.9566,24.7284,68.4,38,0,4.47,ZA,2021-03-28 19:26:21
483,Trelew,-43.249,-65.3051,73.89,30,100,13.6,AR,2021-03-28 19:26:22
484,Mihail Kogalniceanu,44.3667,28.45,55.4,50,20,21.85,RO,2021-03-28 19:26:22
485,Sabha,27.0377,14.4283,64.36,18,0,10.85,LY,2021-03-28 19:26:22
486,Torbay,47.6666,-52.7314,28.99,68,75,9.22,CA,2021-03-28 19:26:23
487,Isangel,-19.55,169.2667,76.5,87,6,5.77,VU,2021-03-28 19:26:23
488,Port Blair,11.6667,92.75,81.32,74,43,2.24,IN,2021-03-28 19:26:23
489,Leningradskiy,69.3833,178.4167,-17.86,94,99,2.24,RU,2021-03-28 19:25:26
490,Viloco,-16.95,-67.55,50.02,71,100,7.94,BO,2021-03-28 19:26:24
491,Niono,14.2526,-5.993,91.18,10,0,9.44,ML,2021-03-28 19:26:24
492,Garowe,8.4054,48.4845,77.29,47,34,16.11,SO,2021-03-28 19:26:24
493,College,64.8569,-147.8028,10.0,61,40,5.75,US,2021-03-28 19:22:17
494,Xuddur,4.1213,43.8894,84.72,32,52,14.29,SO,2021-03-28 19:26:25
495,Los Lunas,34.8062,-106.7334,62.01,26,1,3.44,US,2021-03-28 19:23:02
496,Quatis,-22.4072,-44.2581,77.14,82,84,7.05,BR,2021-03-28 19:26:25
497,Inyonga,-6.7167,32.0667,65.05,93,95,2.21,TZ,2021-03-28 19:26:25
498,Rurrenabaque,-14.4413,-67.5278,75.2,94,90,2.01,BO,2021-03-28 19:26:26
499,Urdoma,61.7533,48.5442,27.16,95,100,5.12,RU,2021-03-28 19:26:26
500,Paramonga,-10.6667,-77.8333,74.23,74,98,9.57,PE,2021-03-28 19:26:26
501,Babstovo,48.1167,132.4833,36.73,96,100,10.87,RU,2021-03-28 19:26:26
502,Oktyabrskoye,43.0645,44.7417,41.0,93,100,4.47,RU,2021-03-28 19:26:27
503,Babushkin,51.7122,105.8647,21.38,90,95,1.99,RU,2021-03-28 19:26:27
504,Edd,13.9297,41.6925,79.83,68,5,7.34,ER,2021-03-28 19:23:39
505,Kalmunai,7.4167,81.8167,77.81,78,100,6.85,LK,2021-03-28 19:26:28
506,Chumikan,54.7183,135.315,15.17,98,100,6.78,RU,2021-03-28 19:23:36
507,Kharhial,20.2833,82.7667,82.02,14,0,3.33,IN,2021-03-28 19:26:28
508,Bundaberg,-24.85,152.35,71.01,88,52,8.05,AU,2021-03-28 19:26:28
509,Corvallis,44.5646,-123.262,55.0,58,90,16.11,US,2021-03-28 19:25:44
510,Joensuu,62.6012,29.7632,41.0,75,75,9.22,FI,2021-03-28 19:26:29
511,Lillooet,50.6856,-121.942,42.01,93,90,17.27,CA,2021-03-28 19:26:29
512,Menongue,-14.6585,17.691,66.07,85,84,3.2,AO,2021-03-28 19:24:41
513,Port Hawkesbury,45.6169,-61.3485,34.0,74,90,14.97,CA,2021-03-28 19:26:29
514,Socuellamos,39.2858,-2.7921,53.01,57,97,8.01,ES,2021-03-28 19:26:30
515,Alice Springs,-23.7,133.8833,66.2,77,5,11.03,AU,2021-03-28 19:25:10
516,Mendi,-6.1761,143.6513,55.67,95,100,2.98,PG,2021-03-28 19:26:30
517,Yukhnov,54.7444,35.2297,33.12,96,100,3.02,RU,2021-03-28 19:26:30
518,Jibuti,11.5,42.5,80.6,57,1,10.04,DJ,2021-03-28 19:26:31
519,Kungurtug,50.5994,97.5228,23.31,81,100,2.13,RU,2021-03-28 19:26:31
520,Anloga,5.7947,0.8973,82.4,78,20,9.22,GH,2021-03-28 19:26:31
521,Moche,-8.1711,-79.0092,73.4,78,0,10.36,PE,2021-03-28 19:26:32
522,Ponoka,52.6768,-113.5815,55.4,30,100,20.71,CA,2021-03-28 19:26:32
523,Faya,18.3851,42.4509,64.4,72,0,1.41,SA,2021-03-28 19:26:32
524,Cayenne,4.9333,-52.3333,84.2,70,75,14.97,GF,2021-03-28 19:22:18
525,Tahta,26.7693,31.5021,66.2,27,0,17.27,EG,2021-03-28 19:26:33
526,Tekkali,18.6167,84.2333,77.04,88,0,5.91,IN,2021-03-28 19:26:33
527,Seda,57.65,25.75,37.99,69,53,3.0,LV,2021-03-28 19:26:33
528,Iquique,-20.2208,-70.1431,71.6,56,0,11.5,CL,2021-03-28 19:23:22
529,Fougamou,-1.2154,10.5838,74.84,96,100,3.87,GA,2021-03-28 19:26:34
530,Ondjiva,-17.0667,15.7333,75.2,52,92,3.67,AO,2021-03-28 19:26:04
531,Lamar,33.6668,-95.5836,68.0,30,1,17.27,US,2021-03-28 19:26:34
532,Porto Novo,6.4965,2.6036,82.4,74,20,9.22,BJ,2021-03-28 19:26:34
533,Sembe,1.6481,14.5806,76.96,73,57,2.3,CG,2021-03-28 19:26:35
534,Rio Gallegos,-51.6226,-69.2181,60.8,25,0,12.66,AR,2021-03-28 19:23:42
535,Subirana,15.2,-87.45,89.6,51,40,9.22,HN,2021-03-28 19:26:35
536,Antigonish,45.6169,-61.9986,35.01,80,100,14.0,CA,2021-03-28 19:26:35
537,Pando,-34.7167,-55.95,73.4,68,40,8.05,UY,2021-03-28 19:26:36
